Product ID,Category,Sub-Category,Product Name
TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone
TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer
OFF-AR-10002833,Office Supplies,Art,Newell 322
OFF-PA-10004243,Office Supplies,Paper,Xerox 1939
OFF-AP-10003278,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series
OFF-ST-10001627,Office Supplies,Storage,Eldon Jumbo ProFile Portable File Boxes Graphite/Black
FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases
OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush"
OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”"
OFF-PA-10002947,Office Supplies,Paper,Xerox 1923
OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes
OFF-PA-10000019,Office Supplies,Paper,Xerox 1931
TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac
FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair
OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System
OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes
OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts
FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene"
OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes
FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black"
OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips
FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets
OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue"
OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets
FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase
OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders
OFF-PA-10002787,Office Supplies,Paper,Xerox 227
OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room
OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files
OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub
OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb"
OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack"
FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table
OFF-PA-10000100,Office Supplies,Paper,Xerox 1945
OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes
OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder
FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray"
OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts
OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System
OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad"
OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes
FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs
FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs
OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy"
OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch
OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System
TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB
OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma
FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall
OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color"
OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps
OFF-PA-10004327,Office Supplies,Paper,Xerox 1911
OFF-AR-10003056,Office Supplies,Art,Newell 341
TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta"
FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC
OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders
OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers
TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB
OFF-PA-10003022,Office Supplies,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book
TEC-PH-10003092,Technology,Phones,Motorola L804
FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs"
OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head"
FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled"
FUR-FU-10003798,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W"
OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving
OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”"
OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac
TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black"
OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack
FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock"
OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut"
FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish"
OFF-PA-10000418,Office Supplies,Paper,Xerox 189
TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger
OFF-AR-10000823,Office Supplies,Art,Newell 307
OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener
OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders"
OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages"
OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels
TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset
OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters
OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.
OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears
OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener
OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors
OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus
OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center
OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black"
OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders
OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils
OFF-PA-10003797,Office Supplies,Paper,Xerox 209
FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories
FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table
OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back
OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener
OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote"
FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets
OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File
FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle
OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener
OFF-AR-10003190,Office Supplies,Art,Newell 32
OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers
TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800
OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes
OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards
OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System
OFF-PA-10002923,Office Supplies,Paper,Xerox 1942
OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge
TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System
OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets
OFF-PA-10003441,Office Supplies,Paper,Xerox 226
OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders
TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone
OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels
TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone
OFF-LA-10004345,Office Supplies,Labels,Avery 493
OFF-PA-10001970,Office Supplies,Paper,Xerox 1881
FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black"
FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear"
OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders
FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame
FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock
OFF-LA-10001569,Office Supplies,Labels,Avery 499
FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables
OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders
OFF-PA-10001497,Office Supplies,Paper,Xerox 1914
OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils
OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File
OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins
OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers
OFF-LA-10000973,Office Supplies,Labels,Avery 502
FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal"
FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories
OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders
OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes
FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock"
OFF-AR-10003217,Office Supplies,Art,Newell 316
OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors
TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive
OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving
FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14"""
TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)
TEC-MA-10003589,Technology,Machines,Cisco 8961 IP Phone Charcoal
OFF-LA-10000081,Office Supplies,Labels,Avery 496
OFF-PA-10003641,Office Supplies,Paper,Xerox 1909
OFF-PA-10003971,Office Supplies,Paper,Xerox 1965
OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H"
TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone
OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs
FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables
FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy"
FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables
FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables
OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets
OFF-PA-10001001,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate"
TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone
OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips
OFF-PA-10002581,Office Supplies,Paper,Xerox 1951
FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames
OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers
TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo
FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock"
OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black"
OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing
FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair
TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer
TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card
FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings
FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped"
OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top
OFF-PA-10002986,Office Supplies,Paper,Xerox 1898
OFF-PA-10004451,Office Supplies,Paper,Xerox 222
TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive
OFF-PA-10002751,Office Supplies,Paper,Xerox 1920
TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive
OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters
OFF-PA-10001260,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,"
TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink
OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford
OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand"
OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers
OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum
TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone
OFF-EN-10001535,Office Supplies,Envelopes,Grip Seal Envelopes
OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener
OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9"""
FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays
TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker
TEC-AC-10004518,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive
OFF-AP-10002222,Office Supplies,Appliances,Staple holder
FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"
OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine
OFF-PA-10004983,Office Supplies,Paper,Xerox 23
FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size"
TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite"
OFF-AR-10002467,Office Supplies,Art,Dixon Ticonderoga Pencils
OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders
OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener
OFF-AR-10003856,Office Supplies,Art,Newell 344
OFF-BI-10002393,Office Supplies,Binders,Binder Posts
OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit
OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format"
OFF-PA-10004971,Office Supplies,Paper,Xerox 196
FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats"
OFF-LA-10002195,Office Supplies,Labels,Avery 481
OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles
OFF-LA-10002475,Office Supplies,Labels,Avery 519
OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders"
OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go
OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts
OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)
OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector
OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System
OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders
OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips
OFF-AP-10001366,Office Supplies,Appliances,Staple holder
FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base
OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders
OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers
TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset
TEC-MA-10000112,Technology,Machines,Panasonic KX MB2061 Multifunction Printer
OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper
OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue"
OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper
OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips"
OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright
TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive
TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone
TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone
TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone
OFF-PA-10001526,Office Supplies,Paper,Xerox 1949
TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier
OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder
OFF-PA-10000029,Office Supplies,Paper,Xerox 224
OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L"
OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner
FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection
OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4"""
OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size"
FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame
TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display
OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)
OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16"""
OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft"
OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier
OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack"
OFF-PA-10001293,Office Supplies,Paper,Xerox 1946
TEC-PH-10003885,Technology,Phones,Cisco SPA508G
FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair
TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder
OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers
TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...
OFF-PA-10001790,Office Supplies,Paper,Xerox 1910
OFF-PA-10000994,Office Supplies,Paper,Xerox 1915
FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT
FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs
OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page"
OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670"
FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair
OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)
OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center
OFF-PA-10003790,Office Supplies,Paper,Xerox 1991
TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer
TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster
TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B
OFF-AR-10003732,Office Supplies,Art,Newell 333
FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves
OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers
FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter
OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders
TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax
FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables
TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System
OFF-PA-10004782,Office Supplies,Paper,Xerox 228
OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection"
OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office
OFF-AR-10000940,Office Supplies,Art,Newell 343
OFF-PA-10004888,Office Supplies,Paper,Xerox 217
TEC-PH-10000441,Technology,Phones,VTech DS6151
OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2"
TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive
TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5
FUR-FU-10001379,Furniture,Furnishings,"Executive Impressions 16-1/2"" Circular Wall Clock"
OFF-PA-10001846,Office Supplies,Paper,Xerox 1899
FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy
OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems
TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger
OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes
OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11"""
OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders
OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate"
OFF-PA-10003349,Office Supplies,Paper,Xerox 1957
FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings
TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector
FUR-TA-10002607,Furniture,Tables,KI Conference Tables
FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories
OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set"
OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper
TEC-MA-10003356,Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer
FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases
FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black"
OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum"
OFF-AR-10000122,Office Supplies,Art,Newell 314
OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels
OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders
OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor
OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors
OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart
OFF-PA-10000157,Office Supplies,Paper,Xerox 191
OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders
OFF-PA-10001534,Office Supplies,Paper,Xerox 230
OFF-LA-10000452,Office Supplies,Labels,Avery 488
OFF-PA-10000210,Office Supplies,Paper,Xerox Blank Computer Paper
TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3
TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard
TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker
FUR-FU-10004845,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat"
OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle"
TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone
FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray"
FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled"
OFF-LA-10003720,Office Supplies,Labels,Avery 487
OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs
FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke"
TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset
OFF-LA-10004093,Office Supplies,Labels,Avery 486
TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset
FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops
OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators"
FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque
OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill
OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black"
TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7
