RowID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Profit,Payment Mode
2590,CA-2019-137729,05-05-2019,09-05-2019,Standard Class,BF-11005,TEC-PH-10001433,246.168,3,21.5397,Cards
2820,CA-2019-160500,05-05-2019,08-05-2019,First Class,DM-13015,OFF-BI-10003784,6.72,5,2.352,Cards
2821,CA-2019-160500,05-05-2019,08-05-2019,First Class,DM-13015,FUR-TA-10003748,298.776,3,7.4694,Cards
3041,US-2019-147991,05-05-2019,09-05-2019,Standard Class,ZD-21925,FUR-FU-10004270,16.72,5,3.344,COD
5696,CA-2019-126165,05-05-2019,07-05-2019,Second Class,AH-10465,FUR-TA-10001676,71.088,2,-1.7772,Cards
7115,US-2019-102239,05-05-2019,06-05-2019,First Class,LW-16990,FUR-TA-10003392,1685.88,6,320.3172,Cards
7116,US-2019-102239,05-05-2019,06-05-2019,First Class,LW-16990,OFF-BI-10001890,5.728,2,2.0048,Online
8752,CA-2019-105662,05-05-2019,09-05-2019,Standard Class,RB-19465,OFF-PA-10001001,93.248,4,31.4712,COD
8753,CA-2019-105662,05-05-2019,09-05-2019,Standard Class,RB-19465,TEC-PH-10001198,177.48,3,19.9665,Cards
2380,CA-2019-118052,06-05-2019,10-05-2019,Standard Class,BE-11455,OFF-FA-10004248,7.216,2,1.7138,COD
2381,CA-2019-118052,06-05-2019,10-05-2019,Standard Class,BE-11455,OFF-PA-10002581,49.568,2,15.49,Cards
2382,CA-2019-118052,06-05-2019,10-05-2019,Standard Class,BE-11455,FUR-FU-10004848,54.712,7,11.6263,Cards
3359,CA-2019-139234,06-05-2019,10-05-2019,Standard Class,AF-10870,OFF-BI-10000773,3.208,2,-5.2932,Online
3360,CA-2019-139234,06-05-2019,10-05-2019,Standard Class,AF-10870,TEC-AC-10004510,26.176,2,-3.272,Cards
6633,US-2019-146857,06-05-2019,08-05-2019,Second Class,BE-11455,OFF-AP-10001205,54.48,1,15.2544,COD
9676,CA-2019-137393,06-05-2019,10-05-2019,Standard Class,GM-14500,FUR-FU-10001617,41.6,4,14.144,COD
2180,CA-2019-128818,07-05-2019,11-05-2019,Standard Class,CJ-12010,OFF-BI-10000309,85.232,7,30.8966,Cards
2181,CA-2019-128818,07-05-2019,11-05-2019,Standard Class,CJ-12010,OFF-LA-10003923,44.4,3,22.2,Cards
2182,CA-2019-128818,07-05-2019,11-05-2019,Standard Class,CJ-12010,FUR-CH-10002084,442.764,4,59.0352,COD
2183,CA-2019-128818,07-05-2019,11-05-2019,Standard Class,CJ-12010,TEC-MA-10000488,3999.95,5,1159.9855,Online
2184,CA-2019-128818,07-05-2019,11-05-2019,Standard Class,CJ-12010,TEC-AC-10001767,199.95,5,21.9945,Online
2185,CA-2019-128818,07-05-2019,11-05-2019,Standard Class,CJ-12010,FUR-FU-10001940,63.68,8,28.0192,COD
1602,CA-2019-164672,08-05-2019,13-05-2019,Second Class,GB-14530,FUR-FU-10001488,211.96,2,42.392,Online
1631,CA-2019-106530,08-05-2019,08-05-2019,Same Day,CL-12565,OFF-ST-10002011,1006.056,3,88.0299,COD
1632,CA-2019-106530,08-05-2019,08-05-2019,Same Day,CL-12565,OFF-PA-10002986,10.688,2,3.7408,COD
1633,CA-2019-106530,08-05-2019,08-05-2019,Same Day,CL-12565,OFF-PA-10004451,10.368,2,3.6288,COD
1634,CA-2019-106530,08-05-2019,08-05-2019,Same Day,CL-12565,OFF-ST-10000649,25.12,2,1.57,Cards
1635,CA-2019-106530,08-05-2019,08-05-2019,Same Day,CL-12565,TEC-AC-10001465,58.112,2,7.264,Online
4815,CA-2019-111696,08-05-2019,10-05-2019,First Class,TB-21625,OFF-PA-10002751,17.94,3,8.073,COD
494,CA-2019-169166,09-05-2019,14-05-2019,Standard Class,SS-20590,TEC-AC-10000991,93.98,2,13.1572,Cards
1557,CA-2019-109176,09-05-2019,15-05-2019,Standard Class,JW-16075,OFF-EN-10003134,9.344,1,3.504,Cards
1558,CA-2019-109176,09-05-2019,15-05-2019,Standard Class,JW-16075,OFF-AR-10001955,79.36,5,9.92,COD
5583,CA-2019-161158,09-05-2019,13-05-2019,Standard Class,PS-18970,OFF-AR-10000462,8.0,5,3.44,COD
6847,US-2019-159093,09-05-2019,14-05-2019,Standard Class,RS-19420,OFF-PA-10001260,32.04,4,14.418,Online
7833,CA-2019-112382,09-05-2019,13-05-2019,Standard Class,MB-18085,TEC-PH-10001552,19.136,2,1.9136,COD
8412,CA-2019-159765,09-05-2019,12-05-2019,Second Class,TH-21100,OFF-AR-10003514,27.86,7,9.1938,Online
8915,US-2019-144057,09-05-2019,13-05-2019,Standard Class,CV-12805,OFF-ST-10001490,856.656,6,107.082,Online
8916,US-2019-144057,09-05-2019,13-05-2019,Standard Class,CV-12805,OFF-BI-10002852,13.184,4,-20.4352,Cards
8917,US-2019-144057,09-05-2019,13-05-2019,Standard Class,CV-12805,OFF-AP-10000390,48.784,4,-131.7168,Online
8918,US-2019-144057,09-05-2019,13-05-2019,Standard Class,CV-12805,OFF-PA-10004327,76.64,2,26.824,Cards
8919,US-2019-144057,09-05-2019,13-05-2019,Standard Class,CV-12805,OFF-BI-10002353,18.528,6,-27.792,COD
6573,CA-2019-161543,10-05-2019,16-05-2019,Standard Class,RD-19720,OFF-PA-10003971,11.96,2,5.8604,Cards
8249,CA-2019-133816,10-05-2019,13-05-2019,Second Class,CS-12400,TEC-PH-10001795,743.988,2,-123.998,Cards
9379,CA-2019-117625,10-05-2019,15-05-2019,Standard Class,GM-14500,OFF-EN-10001535,7.072,2,2.3868,COD
161,CA-2019-162733,11-05-2019,12-05-2019,First Class,TT-21070,OFF-PA-10002751,5.98,1,2.691,Online
1590,CA-2019-109911,12-05-2019,16-05-2019,Standard Class,VG-21805,OFF-AR-10001662,10.96,4,2.9592,Online
3772,US-2019-101196,12-05-2019,17-05-2019,Standard Class,FM-14215,OFF-ST-10004804,82.368,2,-19.5624,COD
7077,CA-2019-167416,12-05-2019,17-05-2019,Standard Class,JM-15580,OFF-EN-10001141,54.9,5,26.901,COD
9272,CA-2019-100510,12-05-2019,17-05-2019,Standard Class,HM-14860,FUR-FU-10000320,10.02,3,4.4088,Cards
9273,CA-2019-100510,12-05-2019,17-05-2019,Standard Class,HM-14860,TEC-PH-10001835,631.96,4,303.3408,COD
9496,US-2019-123610,12-05-2019,16-05-2019,Standard Class,VM-21835,TEC-AC-10004518,120.0,6,46.8,Cards
9497,US-2019-123610,12-05-2019,16-05-2019,Standard Class,VM-21835,OFF-AP-10002222,8.67,1,2.3409,COD
2161,CA-2019-141019,14-05-2019,14-05-2019,Same Day,LH-17155,FUR-FU-10002937,79.384,1,29.769,Online
4797,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,OFF-BI-10001718,57.582,3,-44.1462,Online
4798,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,OFF-PA-10004983,31.104,6,10.8864,COD
4799,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,FUR-FU-10002396,30.192,3,8.3028,Online
4800,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,TEC-PH-10003988,43.6,5,4.36,Cards
4801,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,OFF-AR-10002467,4.768,2,0.4172,COD
4802,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,OFF-BI-10004002,10.38,2,-7.612,Cards
4803,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,OFF-BI-10002309,13.392,8,-9.8208,COD
7280,CA-2019-108224,14-05-2019,14-05-2019,Same Day,TH-21235,TEC-AC-10003832,185.528,7,48.7011,Online
2096,US-2019-146570,15-05-2019,20-05-2019,Standard Class,SN-20710,OFF-BI-10001718,511.84,8,240.5648,Cards
2097,US-2019-146570,15-05-2019,20-05-2019,Standard Class,SN-20710,OFF-AR-10004602,91.96,4,25.7488,Online
2098,US-2019-146570,15-05-2019,20-05-2019,Standard Class,SN-20710,OFF-AR-10003856,8.34,3,2.1684,Online
4830,CA-2019-152408,15-05-2019,21-05-2019,Standard Class,TT-21220,OFF-BI-10002393,13.776,3,4.4772,Cards
4965,CA-2019-141180,15-05-2019,19-05-2019,Second Class,DP-13000,OFF-BI-10000301,7.764,4,-5.176,Online
7734,CA-2019-165673,15-05-2019,19-05-2019,Second Class,MN-17935,OFF-PA-10000697,15.232,4,5.5216,Online
1336,CA-2019-122133,16-05-2019,23-05-2019,Standard Class,JR-15670,OFF-ST-10002574,552.56,4,0.0,Cards
3945,CA-2019-133144,16-05-2019,21-05-2019,Second Class,DO-13435,OFF-PA-10004971,17.34,3,8.4966,Online
9610,CA-2019-130638,16-05-2019,19-05-2019,Second Class,SC-20095,FUR-FU-10002116,282.84,4,19.7988,Cards
9611,CA-2019-130638,16-05-2019,19-05-2019,Second Class,SC-20095,OFF-LA-10002195,27.72,9,13.3056,Online
1907,US-2019-150567,17-05-2019,21-05-2019,Standard Class,RP-19855,OFF-BI-10001757,2.952,2,-2.1648,Cards
1908,US-2019-150567,17-05-2019,21-05-2019,Standard Class,RP-19855,OFF-BI-10000069,27.018,6,-21.6144,COD
4705,CA-2019-158435,17-05-2019,18-05-2019,First Class,AG-10900,OFF-SU-10000381,65.17,7,18.8993,COD
4706,CA-2019-158435,17-05-2019,18-05-2019,First Class,AG-10900,OFF-LA-10002475,14.62,2,6.8714,Cards
4707,CA-2019-158435,17-05-2019,18-05-2019,First Class,AG-10900,FUR-FU-10003975,173.24,4,17.324,COD
7787,US-2019-117037,17-05-2019,20-05-2019,First Class,LW-17215,OFF-BI-10000279,2.89,1,-4.7685,Online
7788,US-2019-117037,17-05-2019,20-05-2019,First Class,LW-17215,OFF-FA-10000936,7.896,3,2.4675,COD
7789,US-2019-117037,17-05-2019,20-05-2019,First Class,LW-17215,FUR-FU-10004973,22.608,3,-10.1736,COD
7790,US-2019-117037,17-05-2019,20-05-2019,First Class,LW-17215,OFF-PA-10000791,30.528,8,9.54,Online
1677,CA-2019-122728,18-05-2019,24-05-2019,Standard Class,EB-13930,OFF-ST-10000604,104.28,3,26.07,Online
1678,CA-2019-122728,18-05-2019,24-05-2019,Standard Class,EB-13930,OFF-PA-10004040,17.94,3,8.7906,Online
770,CA-2019-157245,19-05-2019,24-05-2019,Standard Class,LE-16810,FUR-CH-10003746,641.96,2,179.7488,Cards
1717,CA-2019-169943,19-05-2019,24-05-2019,Standard Class,BN-11515,OFF-AP-10001563,242.9,5,70.441,COD
1718,CA-2019-169943,19-05-2019,24-05-2019,Standard Class,BN-11515,OFF-ST-10004123,454.9,5,0.0,Cards
1719,CA-2019-169943,19-05-2019,24-05-2019,Standard Class,BN-11515,FUR-FU-10002088,35.92,4,15.0864,Cards
1720,CA-2019-169943,19-05-2019,24-05-2019,Standard Class,BN-11515,FUR-FU-10000010,39.76,8,12.3256,Cards
1721,CA-2019-169943,19-05-2019,24-05-2019,Standard Class,BN-11515,OFF-BI-10002824,47.744,4,14.92,Cards
2499,CA-2019-126935,19-05-2019,24-05-2019,Standard Class,BT-11395,OFF-BI-10004817,9.584,1,3.3544,COD
3531,US-2019-152835,19-05-2019,23-05-2019,Standard Class,RP-19855,OFF-AR-10003056,21.4,5,6.206,Cards
7467,CA-2019-138282,19-05-2019,23-05-2019,Standard Class,AH-10690,OFF-AP-10001366,87.84,8,23.7168,Cards
639,CA-2019-115917,20-05-2019,25-05-2019,Standard Class,RB-19465,FUR-FU-10000576,1049.2,5,272.792,Cards
640,CA-2019-115917,20-05-2019,25-05-2019,Standard Class,RB-19465,OFF-BI-10004728,15.424,4,5.0128,COD
793,CA-2019-105256,20-05-2019,20-05-2019,Same Day,JK-15730,TEC-PH-10001530,1363.96,5,85.2475,COD
3688,CA-2019-108567,20-05-2019,24-05-2019,Standard Class,DB-13210,OFF-BI-10004140,2.694,2,-2.245,Cards
3968,CA-2019-146010,20-05-2019,23-05-2019,First Class,EH-14125,OFF-BI-10003638,40.635,7,-32.508,COD
524,US-2019-139486,21-05-2019,23-05-2019,First Class,LH-17155,TEC-PH-10003555,55.176,3,-12.4146,Cards
525,US-2019-139486,21-05-2019,23-05-2019,First Class,LH-17155,TEC-AC-10003832,66.26,2,27.1666,Cards
2419,CA-2019-107202,21-05-2019,28-05-2019,Standard Class,LC-16930,TEC-MA-10000112,2396.4,10,179.73,COD
4361,CA-2019-127642,21-05-2019,23-05-2019,First Class,CP-12340,OFF-PA-10000565,111.96,2,54.8604,COD
7068,CA-2019-114209,21-05-2019,26-05-2019,Standard Class,AS-10285,OFF-BI-10000343,1.964,2,-3.2406,COD
7069,CA-2019-114209,21-05-2019,26-05-2019,Standard Class,AS-10285,OFF-PA-10003591,82.656,9,30.996,Cards
9796,CA-2019-125920,21-05-2019,28-05-2019,Standard Class,SH-19975,OFF-BI-10003429,3.798,3,-5.8869,Online
2441,CA-2019-146934,22-05-2019,27-05-2019,Standard Class,AF-10870,TEC-PH-10004614,345.0,5,86.25,Online
2442,CA-2019-146934,22-05-2019,27-05-2019,Standard Class,AF-10870,FUR-TA-10003748,174.286,2,-19.9184,COD
2443,CA-2019-146934,22-05-2019,27-05-2019,Standard Class,AF-10870,OFF-AP-10003217,662.84,4,172.3384,Cards
2444,CA-2019-146934,22-05-2019,27-05-2019,Standard Class,AF-10870,TEC-AC-10002399,95.1,5,30.432,COD
2445,CA-2019-146934,22-05-2019,27-05-2019,Standard Class,AF-10870,OFF-EN-10002973,26.88,6,12.9024,Online
2446,CA-2019-146934,22-05-2019,27-05-2019,Standard Class,AF-10870,TEC-PH-10001336,257.98,2,74.8142,Cards
4724,CA-2019-159653,22-05-2019,22-05-2019,Same Day,JF-15490,OFF-LA-10004345,14.73,3,7.2177,Online
8456,CA-2019-154081,22-05-2019,29-05-2019,Standard Class,JE-15610,TEC-PH-10001918,222.384,2,22.2384,Online
1330,CA-2019-142762,23-05-2019,27-05-2019,Standard Class,LD-17005,FUR-FU-10003691,37.05,3,16.302,COD
1445,CA-2019-133725,23-05-2019,28-05-2019,Standard Class,KL-16645,TEC-PH-10004165,1979.928,9,148.4946,COD
1578,CA-2019-154403,23-05-2019,27-05-2019,Standard Class,AP-10720,OFF-PA-10001526,4.98,1,2.4402,Cards
6426,CA-2019-143714,23-05-2019,27-05-2019,Standard Class,CC-12370,TEC-CO-10004722,2399.976,4,1119.9968,COD
6427,CA-2019-143714,23-05-2019,27-05-2019,Standard Class,CC-12370,OFF-BI-10004308,6.294,1,-4.196,Cards
6428,CA-2019-143714,23-05-2019,27-05-2019,Standard Class,CC-12370,OFF-PA-10000029,10.368,2,3.6288,Online
6429,CA-2019-143714,23-05-2019,27-05-2019,Standard Class,CC-12370,TEC-PH-10004080,122.382,3,-24.4764,COD
5002,CA-2019-136126,24-05-2019,24-05-2019,Same Day,EH-14125,OFF-SU-10000898,69.5,5,20.155,Cards
5003,CA-2019-136126,24-05-2019,24-05-2019,Same Day,EH-14125,OFF-PA-10004327,191.6,4,91.968,COD
8482,CA-2019-138583,24-05-2019,28-05-2019,Standard Class,DP-13390,OFF-AR-10001860,16.656,3,3.3312,Online
2986,CA-2019-139269,25-05-2019,30-05-2019,Standard Class,JB-16045,FUR-FU-10000755,24.96,4,6.24,Online
2987,CA-2019-139269,25-05-2019,30-05-2019,Standard Class,JB-16045,OFF-PA-10002893,19.36,2,9.2928,COD
2988,CA-2019-139269,25-05-2019,30-05-2019,Standard Class,JB-16045,OFF-ST-10000689,1267.65,9,152.118,COD
1274,CA-2019-119186,26-05-2019,26-05-2019,Same Day,MS-17710,OFF-PA-10004621,10.368,2,3.6288,Online
1275,CA-2019-119186,26-05-2019,26-05-2019,Same Day,MS-17710,FUR-CH-10001973,388.43,5,-88.784,Cards
1276,CA-2019-119186,26-05-2019,26-05-2019,Same Day,MS-17710,OFF-PA-10004040,14.352,3,5.2026,COD
1277,CA-2019-119186,26-05-2019,26-05-2019,Same Day,MS-17710,TEC-AC-10000580,63.992,1,-7.1991,Cards
1639,CA-2019-157266,26-05-2019,01-06-2019,Standard Class,TB-21280,OFF-PA-10002689,19.44,3,9.3312,Cards
1640,CA-2019-157266,26-05-2019,01-06-2019,Standard Class,TB-21280,OFF-BI-10004728,9.64,2,4.4344,COD
1641,CA-2019-157266,26-05-2019,01-06-2019,Standard Class,TB-21280,OFF-PA-10004675,12.7,2,5.842,COD
1642,CA-2019-157266,26-05-2019,01-06-2019,Standard Class,TB-21280,FUR-FU-10000629,41.37,3,17.3754,Online
3214,CA-2019-132409,26-05-2019,01-06-2019,Standard Class,TH-21235,OFF-AR-10001919,1.504,1,0.1692,Cards
3215,CA-2019-132409,26-05-2019,01-06-2019,Standard Class,TH-21235,OFF-AP-10002082,34.848,2,6.534,COD
6605,CA-2019-148852,26-05-2019,31-05-2019,Standard Class,SV-20785,OFF-FA-10003467,5.94,3,0.0,Cards
6606,CA-2019-148852,26-05-2019,31-05-2019,Standard Class,SV-20785,OFF-PA-10001293,45.36,7,21.7728,Cards
6607,CA-2019-148852,26-05-2019,31-05-2019,Standard Class,SV-20785,TEC-PH-10003885,211.168,4,23.7564,Online
6608,CA-2019-148852,26-05-2019,31-05-2019,Standard Class,SV-20785,FUR-CH-10004860,484.704,6,-84.8232,Cards
6609,CA-2019-148852,26-05-2019,31-05-2019,Standard Class,SV-20785,TEC-MA-10002428,371.976,3,116.2425,Online
9276,CA-2019-113236,26-05-2019,29-05-2019,Second Class,CP-12085,OFF-ST-10000532,184.704,6,13.8528,COD
9277,CA-2019-113236,26-05-2019,29-05-2019,Second Class,CP-12085,TEC-AC-10001267,47.92,2,11.98,Cards
9501,CA-2019-149237,26-05-2019,30-05-2019,Standard Class,CM-12235,FUR-FU-10002088,26.94,3,11.3148,COD
5171,CA-2019-122903,27-05-2019,29-05-2019,Second Class,LA-16780,FUR-CH-10002024,3504.9,5,700.98,Cards
5172,CA-2019-122903,27-05-2019,29-05-2019,Second Class,LA-16780,OFF-PA-10001790,144.12,3,69.1776,Online
5173,CA-2019-122903,27-05-2019,29-05-2019,Second Class,LA-16780,OFF-PA-10000994,314.55,3,150.984,Cards
7605,CA-2019-101791,27-05-2019,31-05-2019,Standard Class,BS-11665,FUR-FU-10003247,25.176,3,-33.3582,Online
7606,CA-2019-101791,27-05-2019,31-05-2019,Standard Class,BS-11665,FUR-FU-10002191,5.584,2,-1.6752,Online
7607,CA-2019-101791,27-05-2019,31-05-2019,Standard Class,BS-11665,OFF-ST-10001496,1297.368,9,97.3026,COD
7869,CA-2019-136994,27-05-2019,02-06-2019,Standard Class,LS-17245,OFF-PA-10000575,13.38,2,6.1548,Online
853,CA-2019-113747,28-05-2019,04-06-2019,Standard Class,VD-21670,OFF-AR-10003373,185.88,6,50.1876,COD
3169,CA-2019-138695,28-05-2019,03-06-2019,Standard Class,KC-16675,FUR-CH-10003833,390.272,8,-24.392,Cards
3170,CA-2019-138695,28-05-2019,03-06-2019,Standard Class,KC-16675,OFF-PA-10001667,62.192,13,19.435,COD
3421,CA-2019-134803,28-05-2019,03-06-2019,Standard Class,CL-12565,OFF-AP-10000891,262.24,2,78.672,Online
3422,CA-2019-134803,28-05-2019,03-06-2019,Standard Class,CL-12565,OFF-PA-10003790,182.72,8,84.0512,Online
3423,CA-2019-134803,28-05-2019,03-06-2019,Standard Class,CL-12565,TEC-AC-10002217,131.6,7,7.896,COD
3424,CA-2019-134803,28-05-2019,03-06-2019,Standard Class,CL-12565,OFF-BI-10002215,22.72,4,7.384,COD
3425,CA-2019-134803,28-05-2019,03-06-2019,Standard Class,CL-12565,TEC-MA-10001972,558.4,2,41.88,COD
3532,CA-2019-155565,28-05-2019,28-05-2019,Same Day,EH-13765,OFF-SU-10001218,54.9,5,15.372,Online
7315,CA-2019-121377,28-05-2019,02-06-2019,Standard Class,TN-21040,TEC-PH-10001817,286.4,1,25.06,Cards
534,CA-2019-168753,29-05-2019,01-06-2019,Second Class,RL-19615,TEC-PH-10000984,979.95,5,274.386,Online
535,CA-2019-168753,29-05-2019,01-06-2019,Second Class,RL-19615,OFF-BI-10002557,22.75,5,11.375,Online
3958,CA-2019-156573,29-05-2019,02-06-2019,Standard Class,RB-19360,OFF-BI-10002414,11.277,3,-8.6457,Cards
3959,CA-2019-156573,29-05-2019,02-06-2019,Standard Class,RB-19360,OFF-AR-10003732,4.448,2,0.3336,COD
3960,CA-2019-156573,29-05-2019,02-06-2019,Standard Class,RB-19360,FUR-FU-10001085,44.76,3,14.547,Online
501,US-2019-105578,30-05-2019,04-06-2019,Standard Class,MY-17380,OFF-BI-10001670,22.62,2,-15.08,Online
502,US-2019-105578,30-05-2019,04-06-2019,Standard Class,MY-17380,OFF-BI-10001658,14.952,2,-11.9616,Online
503,US-2019-105578,30-05-2019,04-06-2019,Standard Class,MY-17380,FUR-CH-10001215,801.568,2,50.098,Cards
504,US-2019-105578,30-05-2019,04-06-2019,Standard Class,MY-17380,OFF-BI-10000831,2.376,3,-1.9008,COD
505,US-2019-105578,30-05-2019,04-06-2019,Standard Class,MY-17380,OFF-PA-10000357,32.792,1,11.8871,COD
979,CA-2019-145499,30-05-2019,31-05-2019,First Class,RW-19690,OFF-BI-10000848,3.282,2,-2.6256,Cards
1234,CA-2019-153682,30-05-2019,01-06-2019,First Class,BG-11695,TEC-CO-10001046,839.988,2,69.999,Online
5301,CA-2019-113831,30-05-2019,03-06-2019,Standard Class,AH-10690,FUR-TA-10002645,2275.5,10,386.835,Online
5302,CA-2019-113831,30-05-2019,03-06-2019,Standard Class,AH-10690,TEC-AC-10003033,1979.7,6,653.301,COD
5303,CA-2019-113831,30-05-2019,03-06-2019,Standard Class,AH-10690,OFF-LA-10001297,62.1,6,29.808,Cards
5471,CA-2019-158547,30-05-2019,04-06-2019,Standard Class,JM-16195,OFF-AP-10003842,123.92,5,9.294,Online
7067,CA-2019-147473,30-05-2019,03-06-2019,Standard Class,NL-18310,OFF-PA-10004782,38.88,6,18.6624,COD
7254,CA-2019-152730,30-05-2019,04-06-2019,Standard Class,EM-14140,OFF-AP-10002684,364.74,3,109.422,Online
7255,CA-2019-152730,30-05-2019,04-06-2019,Standard Class,EM-14140,FUR-FU-10001037,47.4,5,21.33,COD
7256,CA-2019-152730,30-05-2019,04-06-2019,Standard Class,EM-14140,OFF-ST-10000876,49.76,4,13.9328,Online
7257,CA-2019-152730,30-05-2019,04-06-2019,Standard Class,EM-14140,OFF-AR-10003732,5.56,2,1.4456,COD
7258,CA-2019-152730,30-05-2019,04-06-2019,Standard Class,EM-14140,OFF-PA-10000994,629.1,6,301.968,COD
7259,CA-2019-152730,30-05-2019,04-06-2019,Standard Class,EM-14140,OFF-AR-10000940,14.7,5,3.969,COD
7260,CA-2019-152730,30-05-2019,04-06-2019,Standard Class,EM-14140,OFF-PA-10004888,45.36,7,21.7728,Online
7261,CA-2019-152730,30-05-2019,04-06-2019,Standard Class,EM-14140,TEC-PH-10000441,125.99,1,35.2772,COD
7409,CA-2019-129728,30-05-2019,06-06-2019,Standard Class,JG-15310,FUR-FU-10003247,167.84,8,11.7488,COD
8296,CA-2019-166380,30-05-2019,03-06-2019,Standard Class,EB-13750,OFF-EN-10002600,26.55,9,12.744,COD
8297,CA-2019-166380,30-05-2019,03-06-2019,Standard Class,EB-13750,TEC-AC-10000109,111.98,2,26.8752,Online
9718,CA-2019-108210,30-05-2019,31-05-2019,Same Day,AT-10735,TEC-PH-10002293,79.96,5,7.996,COD
9719,CA-2019-108210,30-05-2019,31-05-2019,Same Day,AT-10735,TEC-AC-10000109,223.96,5,11.198,COD
8901,CA-2019-150483,31-05-2019,04-06-2019,Standard Class,BP-11290,FUR-FU-10001379,32.064,3,-12.8256,Online
8902,CA-2019-150483,31-05-2019,04-06-2019,Standard Class,BP-11290,OFF-PA-10001846,18.496,4,6.7048,COD
8903,CA-2019-150483,31-05-2019,04-06-2019,Standard Class,BP-11290,FUR-CH-10000422,191.079,3,-38.2158,COD
8904,CA-2019-150483,31-05-2019,04-06-2019,Standard Class,BP-11290,OFF-PA-10004621,10.368,2,3.6288,Online
9631,CA-2019-168844,31-05-2019,06-06-2019,Standard Class,NM-18520,OFF-BI-10002609,7.152,3,2.3244,COD
9632,CA-2019-168844,31-05-2019,06-06-2019,Standard Class,NM-18520,TEC-PH-10003215,179.7,6,88.053,COD
2851,US-2019-128293,02-06-2019,05-06-2019,First Class,KC-16255,OFF-ST-10000736,64.784,1,-12.9568,Online
7211,US-2019-119046,02-06-2019,06-06-2019,Standard Class,EH-13765,OFF-PA-10000246,30.18,3,13.8828,COD
7212,US-2019-119046,02-06-2019,06-06-2019,Standard Class,EH-13765,OFF-BI-10001078,51.648,12,18.7224,Online
7213,US-2019-119046,02-06-2019,06-06-2019,Standard Class,EH-13765,OFF-BI-10000138,11.232,3,3.9312,COD
9938,CA-2019-164889,03-06-2019,06-06-2019,Second Class,CP-12340,FUR-TA-10001676,71.088,2,-1.7772,COD
70,CA-2019-119823,04-06-2019,06-06-2019,First Class,KD-16270,OFF-PA-10000482,75.88,2,35.6636,COD
238,CA-2019-157749,04-06-2019,09-06-2019,Second Class,KL-16645,OFF-PA-10003349,25.92,5,9.396,Online
239,CA-2019-157749,04-06-2019,09-06-2019,Second Class,KL-16645,FUR-FU-10000576,419.68,5,-356.728,COD
240,CA-2019-157749,04-06-2019,09-06-2019,Second Class,KL-16645,FUR-FU-10004351,11.688,3,-4.6752,Online
241,CA-2019-157749,04-06-2019,09-06-2019,Second Class,KL-16645,TEC-PH-10000011,31.984,2,11.1944,Online
242,CA-2019-157749,04-06-2019,09-06-2019,Second Class,KL-16645,FUR-TA-10002607,177.225,5,-120.513,Online
243,CA-2019-157749,04-06-2019,09-06-2019,Second Class,KL-16645,FUR-FU-10002505,4.044,3,-2.8308,COD
244,CA-2019-157749,04-06-2019,09-06-2019,Second Class,KL-16645,OFF-AR-10004685,7.408,2,1.2038,COD
2602,CA-2019-165848,04-06-2019,04-06-2019,Same Day,EN-13780,OFF-PA-10000349,14.94,3,7.0218,COD
2603,CA-2019-165848,04-06-2019,04-06-2019,Same Day,EN-13780,TEC-MA-10003356,1349.85,3,364.4595,Online
2604,CA-2019-165848,04-06-2019,04-06-2019,Same Day,EN-13780,FUR-BO-10000362,136.784,1,5.1294,COD
2605,CA-2019-165848,04-06-2019,04-06-2019,Same Day,EN-13780,FUR-FU-10003878,61.12,4,20.7808,COD
1134,US-2019-134908,05-06-2019,09-06-2019,Standard Class,JS-15940,OFF-ST-10003479,124.608,4,-23.364,COD
1135,US-2019-134908,05-06-2019,09-06-2019,Standard Class,JS-15940,OFF-LA-10000973,7.56,3,2.646,COD
3727,CA-2019-165169,05-06-2019,11-06-2019,Standard Class,JL-15235,OFF-ST-10001496,360.38,2,93.6988,COD
3728,CA-2019-165169,05-06-2019,11-06-2019,Standard Class,JL-15235,OFF-AR-10000122,11.16,2,2.79,Online
3729,CA-2019-165169,05-06-2019,11-06-2019,Standard Class,JL-15235,OFF-LA-10000407,14.94,3,6.8724,COD
5523,CA-2019-110982,05-06-2019,07-06-2019,First Class,CK-12205,OFF-BI-10000829,21.552,6,7.0044,COD
5524,CA-2019-110982,05-06-2019,07-06-2019,First Class,CK-12205,OFF-AP-10004859,58.24,4,15.7248,Online
9375,CA-2019-149671,05-06-2019,09-06-2019,Standard Class,KB-16600,OFF-SU-10002537,61.38,6,15.9588,COD
265,CA-2019-125318,06-06-2019,13-06-2019,Standard Class,RC-19825,TEC-PH-10001433,328.224,4,28.7196,COD
434,CA-2019-127369,06-06-2019,07-06-2019,First Class,DB-13060,OFF-ST-10003306,714.3,5,207.147,COD
5085,CA-2019-108350,06-06-2019,09-06-2019,Second Class,SC-20230,OFF-PA-10003656,105.52,4,48.5392,COD
